accession	description	tax_id	first_public	scientific_name	base_count
U64545	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS320 allele, complete cds.	7237	1996-08-16	Drosophila pseudoobscura	3474
U64532	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS260 allele, complete cds.	7237	1996-08-16	Drosophila pseudoobscura	3392
U64560	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS367 allele, complete cds.	7237	1996-08-16	Drosophila pseudoobscura	3467
U64548	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS329 allele, complete cds.	7237	1996-08-16	Drosophila pseudoobscura	3498
AB669890	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGH06-06.	359927	2014-01-02	Drosophila pectinifera	841
AB703322	Drosophila miranda Adh gene for alcohol dehydrogenase, partial cds, clone: D.miranda.	7229	2012-03-18	Drosophila miranda	405
AF136675	Drosophila americana americana D.am-.9Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	1999-06-03	Drosophila americana americana	884
AY364509	Drosophila mojavensis strain MJS 16F alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230	2004-01-30	Drosophila mojavensis	880
AY340305	Drosophila americana pop-variant NN00.05Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	2003-08-13	Drosophila americana	881
EF216312	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	57873	2007-06-10	Drosophila hubeiensis	431
AB669865	Drosophila leontia Adh gene for alcohol dehydrogenase, partial cds, strain: AO-2.	109356	2014-01-02	Drosophila leontia	832
AY340301	Drosophila americana pop-variant NN97.04Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	2003-08-13	Drosophila americana	881
AY541095	Drosophila innubila strain CH3_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	198719	2004-12-13	Drosophila innubila	555
KJ767242	Drosophila yakuba strain 14021-0261.0 alcohol dehydrogenase (Adh) gene, partial cds.	7245	2014-09-04	Drosophila yakuba	865
AB669835	Drosophila rufa Adh gene for alcohol dehydrogenase, partial cds, strain: rufa-OGM.	67533	2014-01-02	Drosophila rufa	838
AB669839	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: tani-YF.	137070	2014-01-02	Drosophila tani	838
AB703318	Drosophila athabasca Adh gene for alcohol dehydrogenase, partial cds, clone: D.athabasca.	7248	2012-03-18	Drosophila athabasca	405
AB830534	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: IR96-1.	67531	2014-01-12	Drosophila lacteicornis	838
AF459758	Drosophila malerkotliana malerkotliana alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	195057	2002-05-16	Drosophila malerkotliana malerkotliana	290
AY340287	Drosophila americana pop-variant NN97.09X alcohol dehydrogenase (Adh) gene, partial cds.	40366	2003-08-13	Drosophila americana	881
AY364520	Drosophila mojavensis strain MJS 132 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230	2004-01-30	Drosophila mojavensis	879
AY874362	Drosophila subobscura strain line 1 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	2005-05-31	Drosophila subobscura	1406
AB825961	Drosophila fengkainensis Adh gene for alcohol dehydrogenase, partial cds, strain: XT-33.	1084936	2015-12-16	Drosophila fengkainensis	840
U20765	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, complete cds, and copia insertion site.	7227	1995-03-12	Drosophila melanogaster	2365
AY340306	Drosophila americana pop-variant NN00.07Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	2003-08-13	Drosophila americana	881
U76478	Drosophila mulleri strain -1371.0 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7231	1997-03-06	Drosophila mulleri	902
AY044127	Drosophila sulfurigaster alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	88886	2002-08-06	Drosophila sulfurigaster	716
AY154832	Drosophila mojavensis strain MJBC 80 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	880
AY154852	Drosophila arizonae strain AR00 2 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263	2003-03-03	Drosophila arizonae	880
AY154856	Drosophila arizonae strain AR00 13 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263	2003-03-03	Drosophila arizonae	880
AY154863	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263	2003-03-03	Drosophila arizonae	880
M17833	D.melanogaster (strain Fl-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	7227	1991-07-01	Drosophila melanogaster	2727
M60995	Drosophila pseudoobscura bogotana strain BOG 3389.6 alcohol dehydrogenase (adh) gene, complete cds.	46244	1992-01-26	Drosophila pseudoobscura bogotana	3475
AB669847	Drosophila tsacasi Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0701.00.	34677	2014-01-02	Drosophila tsacasi	838
AY044131	Drosophila hypocausta alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	157293	2002-08-06	Drosophila hypocausta	723
M17835	D.melanogaster (strain Wa-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	7227	1991-07-01	Drosophila melanogaster	2769
AB669875	Drosophila birchii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0521.00.	46829	2014-01-02	Drosophila birchii	833
AB932651	Drosophila cardinoides Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2291.00.	134000	2014-10-26	Drosophila cardinoides	834
AF067280	Drosophila affinis alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	7246	1998-07-02	Drosophila affinis	430
M60993	Drosophila pseudoobscura bogotana strain BOG 3389.4 alcohol dehydrogenase (adh) gene, complete cds.	46244	1992-01-26	Drosophila pseudoobscura bogotana	3485
AB669873	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0601.00.	73157	2014-01-02	Drosophila nikananu	839
AB932663	Drosophila nigrodunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2311.00.	133975	2014-10-26	Drosophila nigrodunni	840
AY154842	Drosophila arizonae strain ARTU 22 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263	2003-03-03	Drosophila arizonae	878
AY044123	Drosophila oritisa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	157058	2002-08-06	Drosophila oritisa	725
AB669877	Drosophila bunnanda Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0721.00.	244254	2014-01-02	Drosophila bunnanda	826
AB932654	Drosophila dunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2291.00.	133979	2014-10-26	Drosophila dunni	839
AY044121	Drosophila curviceps alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	157055	2002-08-06	Drosophila curviceps	725
AY364495	Drosophila mojavensis strain MJS 58.2 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230	2004-01-30	Drosophila mojavensis	880
AF067284	Drosophila tsukubaensis alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.	77130	1998-07-02	Drosophila tsukubaensis	830
AY154835	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	880
AY154867	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	879
M17845	D.melanogaster alcohol dehydrogenase gene, X-ray induced allele Adh-nLA248, exons 2-4.	7227	1988-04-02	Drosophila melanogaster	795
AB194426	Drosophila ananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	7217	2005-05-07	Drosophila ananassae	1757
AF045116	Drosophila sturtevanti strain 14043-0871.9 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30047	1998-06-02	Drosophila sturtevanti	405
AF045119	Drosophila prosaltans strain 14045-0901.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30042	1998-06-02	Drosophila prosaltans	405
AY154872	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	880
AY154836	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	880
U40986	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.	7218	1996-09-27	Drosophila bifasciata	429
AY154827	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	880
AB194423	Drosophila malerkotliana pallens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	296644	2005-05-07	Drosophila malerkotliana pallens	1775
AB194425	Drosophila pseudoananassae pseudoananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	65965	2005-05-07	Drosophila pseudoananassae pseudoananassae	1762
AF348879	Drosophila triauraria strain YK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	67534	2001-04-16	Drosophila triauraria	668
AF151684	Drosophila virilis gp150 (gp150) gene, complete cds type III alcohol dehydrogenase and polar granule component genes, partial sequence.	7244	2000-05-03	Drosophila virilis	6045
AI062419	GH01616.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH01616 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.	7227	1998-07-27	Drosophila melanogaster	621
BG632144	GH04104.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH04104 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.	7227	2001-04-28	Drosophila melanogaster	690
CV787951	zaa60b01.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	7245	2004-11-12	Drosophila yakuba	711
BI571735	RH07019.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07019 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	7227	2001-09-07	Drosophila melanogaster	548
BI570978	RH05780.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05780 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	7227	2001-09-07	Drosophila melanogaster	694
BI571817	RH07117.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07117 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	7227	2001-09-07	Drosophila melanogaster	535
AF171740	AF171740 Drosophila melanogaster brain Canton S adult Drosophila melanogaster cDNA clone 201 similar to mRNA for alcohol dehydrogenase related function, mRNA sequence.	7227	1999-08-25	Drosophila melanogaster	562
AI404819	GH24657.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH24657 5prime similar to X60793: D.melanogaster (strain NC16) Adh gene for alcohol dehydrogenase, mRNA sequence.	7227	1999-02-10	Drosophila melanogaster	667
AY695383	Drosophila antillea alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	133984	2006-08-01	Drosophila antillea	1144
BF503615	AT04696.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT04696 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/07/2001, mRNA sequence.	7227	2000-12-07	Drosophila melanogaster	730
BI241261	RE38288.5prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE38288 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 05/12/2001, mRNA sequence.	7227	2001-07-15	Drosophila melanogaster	679
BI606073	RH72161.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH72161 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/24/2001, mRNA sequence.	7227	2001-09-10	Drosophila melanogaster	593
BI618605	RH49473.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH49473 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/19/2001, mRNA sequence.	7227	2001-09-11	Drosophila melanogaster	647
CK133169	RE17806.3prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE17806 3 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/14/2002, mRNA sequence.	7227	2003-12-03	Drosophila melanogaster	633
BI622627	RH54530.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH54530 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/22/2001, mRNA sequence.	7227	2001-09-11	Drosophila melanogaster	582
BI613172	RH42270.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH42270 5 similar to T3dh: FBan0003425 GO:[alcohol dehydrogenase (GO:0004022) enzyme (GO:0003824)] located on: 2R 58D4-58D4 : 08/01/2001, mRNA sequence.	7227	2001-09-11	Drosophila melanogaster	636
